,longitude,latitude
8320,-118.46,34.32
8321,-118.46,34.31
8322,-118.46,34.3
8323,-118.46,34.29
8324,-118.46,34.28
8325,-118.46,34.27
8326,-118.46,34.26
8327,-118.46,34.25
8328,-118.46,34.25
8329,-118.46,34.23
8330,-118.46,34.23
8331,-118.46,34.23
8332,-118.46,34.22
8333,-118.46,34.22
8334,-118.46,34.22
8335,-118.46,34.21
8336,-118.46,34.2
8337,-118.46,34.2
8338,-118.46,34.19
8339,-118.46,34.19
8340,-118.46,34.18
8341,-118.46,34.18
8342,-118.46,34.17
8343,-118.46,34.16
8344,-118.46,34.16
8345,-118.46,34.16
8346,-118.46,34.08
8347,-118.46,34.07
8348,-118.46,34.06
8349,-118.46,34.06
8350,-118.46,34.05
8351,-118.46,34.05
8352,-118.46,34.05
8353,-118.46,34.04
8354,-118.46,34.04
8355,-118.46,34.04
8356,-118.46,34.04
8357,-118.46,34.04
8358,-118.46,34.03
8359,-118.46,34.03
8360,-118.46,34.02
8361,-118.46,34.02
8362,-118.46,34.02
8363,-118.46,34.01
8364,-118.46,34.01
8365,-118.46,34.0
8366,-118.46,34.0
8367,-118.46,34.0
8368,-118.46,34.0
8369,-118.46,34.0
8370,-118.46,34.0
8371,-118.46,33.99
8372,-118.46,33.99
8373,-118.46,33.99
8374,-118.46,33.99
8375,-118.46,33.98
8376,-118.46,33.98
8377,-118.46,33.97
8378,-118.46,33.97
8379,-118.46,33.97
8380,-118.46,33.77
8381,-118.47,35.72
8382,-118.47,35.64
8383,-118.47,34.42
8384,-118.47,34.42
8385,-118.47,34.32
8386,-118.47,34.29
8387,-118.47,34.27
8388,-118.47,34.27
8389,-118.47,34.27
8390,-118.47,34.26
8391,-118.47,34.26
8392,-118.47,34.23
8393,-118.47,34.21
8394,-118.47,34.2
8395,-118.47,34.2
8396,-118.47,34.19
8397,-118.47,34.19
8398,-118.47,34.16
8399,-118.47,34.15
8400,-118.47,34.15
8401,-118.47,34.14
8402,-118.47,34.14
8403,-118.47,34.06
8404,-118.47,34.06
8405,-118.47,34.06
8406,-118.47,34.05
8407,-118.47,34.05
8408,-118.47,34.05
8409,-118.47,34.04
8410,-118.47,34.04
8411,-118.47,34.03
8412,-118.47,34.03
8413,-118.47,34.03
8414,-118.47,34.02
8415,-118.47,34.02
8416,-118.47,34.02
8417,-118.47,34.01
8418,-118.47,34.01
8419,-118.47,34.01
8420,-118.47,34.01
8421,-118.47,34.01
8422,-118.47,34.01
8423,-118.47,34.0
8424,-118.47,34.0
8425,-118.47,34.0
8426,-118.47,33.99
8427,-118.47,33.99
8428,-118.47,33.99
8429,-118.47,33.99
8430,-118.47,33.99
8431,-118.47,33.99
8432,-118.47,33.99
8433,-118.48,35.14
8434,-118.48,34.42
8435,-118.48,34.33
8436,-118.48,34.28
8437,-118.48,34.28
8438,-118.48,34.27
8439,-118.48,34.26
8440,-118.48,34.25
8441,-118.48,34.25
8442,-118.48,34.25
8443,-118.48,34.24
8444,-118.48,34.23
8445,-118.48,34.23
8446,-118.48,34.23
8447,-118.48,34.22
8448,-118.48,34.21
8449,-118.48,34.2
8450,-118.48,34.2
8451,-118.48,34.2
8452,-118.48,34.19
8453,-118.48,34.16
8454,-118.48,34.16
8455,-118.48,34.15
8456,-118.48,34.14
8457,-118.48,34.07
8458,-118.48,34.07
8459,-118.48,34.07
8460,-118.48,34.05
8461,-118.48,34.05
8462,-118.48,34.04
8463,-118.48,34.04
8464,-118.48,34.04
8465,-118.48,34.04
8466,-118.48,34.03
8467,-118.48,34.03
8468,-118.48,34.02
8469,-118.48,34.02
8470,-118.48,34.02
8471,-118.48,34.02
8472,-118.48,34.02
8473,-118.48,34.01
8474,-118.48,34.01
8475,-118.48,34.0
8476,-118.48,34.0
8477,-118.48,34.0
8478,-118.48,34.0
8479,-118.48,33.99
8480,-118.48,33.96
8481,-118.48,33.43
8482,-118.49,34.43
8483,-118.49,34.42
8484,-118.49,34.31
8485,-118.49,34.29
8486,-118.49,34.28
8487,-118.49,34.28
8488,-118.49,34.27
8489,-118.49,34.27
8490,-118.49,34.26
8491,-118.49,34.26
8492,-118.49,34.25
8493,-118.49,34.25
8494,-118.49,34.25
8495,-118.49,34.24
8496,-118.49,34.24
8497,-118.49,34.23
8498,-118.49,34.22
8499,-118.49,34.21
8500,-118.49,34.2
8501,-118.49,34.19
8502,-118.49,34.18
8503,-118.49,34.16
8504,-118.49,34.15
8505,-118.49,34.14
8506,-118.49,34.13
8507,-118.49,34.11
8508,-118.49,34.07
8509,-118.49,34.06
8510,-118.49,34.05
8511,-118.49,34.05
8512,-118.49,34.05
8513,-118.49,34.04
8514,-118.49,34.04
8515,-118.49,34.04
8516,-118.49,34.03
8517,-118.49,34.03
8518,-118.49,34.03
8519,-118.49,34.02
8520,-118.49,34.02
8521,-118.49,34.02
8522,-118.49,34.02
8523,-118.49,34.02
8524,-118.49,34.01
8525,-118.49,34.0
8526,-118.5,35.7
8527,-118.5,34.52
8528,-118.5,34.46
8529,-118.5,34.45
8530,-118.5,34.27
8531,-118.5,34.25
8532,-118.5,34.25
8533,-118.5,34.23
8534,-118.5,34.21
8535,-118.5,34.21
8536,-118.5,34.21
8537,-118.5,34.2
8538,-118.5,34.19
8539,-118.5,34.15
8540,-118.5,34.05
8541,-118.5,34.04
8542,-118.5,34.03
8543,-118.5,34.03
8544,-118.5,34.03
8545,-118.5,34.03
8546,-118.5,34.02
8547,-118.5,34.02
8548,-118.5,33.99
8549,-118.5,33.97
8550,-118.5,33.97
8551,-118.51,35.16
8552,-118.51,34.43
8553,-118.51,34.3
8554,-118.51,34.29
8555,-118.51,34.28
8556,-118.51,34.28
8557,-118.51,34.27
8558,-118.51,34.27
8559,-118.51,34.25
8560,-118.51,34.24
8561,-118.51,34.23
8562,-118.51,34.22
8563,-118.51,34.22
8564,-118.51,34.21
8565,-118.51,34.2
8566,-118.51,34.2
8567,-118.51,34.19
8568,-118.51,34.18
8569,-118.51,34.17
8570,-118.51,34.16
8571,-118.51,34.14
8572,-118.51,34.11
8573,-118.51,34.04
8574,-118.51,34.03
8575,-118.51,34.0
8576,-118.51,33.98
8577,-118.52,34.46
8578,-118.52,34.44
8579,-118.52,34.4
8580,-118.52,34.39
8581,-118.52,34.36
8582,-118.52,34.32
8583,-118.52,34.3
8584,-118.52,34.29
8585,-118.52,34.28
8586,-118.52,34.27
8587,-118.52,34.26
8588,-118.52,34.25
8589,-118.52,34.24
8590,-118.52,34.23
8591,-118.52,34.22
8592,-118.52,34.22
8593,-118.52,34.21
8594,-118.52,34.21
8595,-118.52,34.21
8596,-118.52,34.2
8597,-118.52,34.19
8598,-118.52,34.19
8599,-118.52,34.18
8600,-118.52,34.18
8601,-118.52,34.18
8602,-118.52,34.18
8603,-118.52,34.17
8604,-118.52,34.05
8605,-118.52,34.04
8606,-118.52,34.04
8607,-118.52,34.04
8608,-118.52,34.02
8609,-118.52,34.01
8610,-118.53,34.45
8611,-118.53,34.44
8612,-118.53,34.38
8613,-118.53,34.37
8614,-118.53,34.27
8615,-118.53,34.26
8616,-118.53,34.25
8617,-118.53,34.23
8618,-118.53,34.23
8619,-118.53,34.22
8620,-118.53,34.21
8621,-118.53,34.2
8622,-118.53,34.2
8623,-118.53,34.19
8624,-118.53,34.18
8625,-118.53,34.18
8626,-118.53,34.17
8627,-118.53,34.16
8628,-118.53,34.14
8629,-118.53,34.09
8630,-118.53,34.03
8631,-118.54,34.38
8632,-118.54,34.3
8633,-118.54,34.28
8634,-118.54,34.28
8635,-118.54,34.26
8636,-118.54,34.25
8637,-118.54,34.24
8638,-118.54,34.23
8639,-118.54,34.23
8640,-118.54,34.22
8641,-118.54,34.22
8642,-118.54,34.21
8643,-118.54,34.21
8644,-118.54,34.2
8645,-118.54,34.19
8646,-118.54,34.19
8647,-118.54,34.18
8648,-118.54,34.18
8649,-118.54,34.17
8650,-118.54,34.17
8651,-118.54,34.17
8652,-118.54,34.06
8653,-118.54,34.05
8654,-118.55,34.44
8655,-118.55,34.41
8656,-118.55,34.39
8657,-118.55,34.37
8658,-118.55,34.28
8659,-118.55,34.27
8660,-118.55,34.26
8661,-118.55,34.24
8662,-118.55,34.23
8663,-118.55,34.21
8664,-118.55,34.2
8665,-118.55,34.19
8666,-118.55,34.19
8667,-118.55,34.19
8668,-118.55,34.18
8669,-118.55,34.04
8670,-118.55,34.03
8671,-118.55,33.99
8672,-118.56,34.42
8673,-118.56,34.41
8674,-118.56,34.37
8675,-118.56,34.25
8676,-118.56,34.24
8677,-118.56,34.23
8678,-118.56,34.23
8679,-118.56,34.22
8680,-118.56,34.22
8681,-118.56,34.21
8682,-118.56,34.21
8683,-118.56,34.2
8684,-118.56,34.2
8685,-118.56,34.2
8686,-118.56,34.19
8687,-118.56,34.19
8688,-118.56,34.19
8689,-118.56,34.19
8690,-118.56,34.19
8691,-118.56,34.18
8692,-118.56,34.18
8693,-118.56,34.17
8694,-118.56,34.14
8695,-118.56,34.06
8696,-118.56,34.03
8697,-118.57,34.29
8698,-118.57,34.27
8699,-118.57,34.25
8700,-118.57,34.25
8701,-118.57,34.23
8702,-118.57,34.22
8703,-118.57,34.22
8704,-118.57,34.21
8705,-118.57,34.21
8706,-118.57,34.2
8707,-118.57,34.2
8708,-118.57,34.2
8709,-118.57,34.18
8710,-118.57,34.17
8711,-118.57,34.15
8712,-118.57,34.09
8713,-118.58,34.25
8714,-118.58,34.24
8715,-118.58,34.23
8716,-118.58,34.23
8717,-118.58,34.22
8718,-118.58,34.22
8719,-118.58,34.21
8720,-118.58,34.21
8721,-118.58,34.2
8722,-118.58,34.2
8723,-118.58,34.2
8724,-118.58,34.2
8725,-118.58,34.19
8726,-118.58,34.19
8727,-118.58,34.19
8728,-118.58,34.18
8729,-118.58,34.17
8730,-118.58,34.15
8731,-118.58,34.12
8732,-118.58,34.06
8733,-118.59,35.72
8734,-118.59,34.47
8735,-118.59,34.26
8736,-118.59,34.25
8737,-118.59,34.23
8738,-118.59,34.23
8739,-118.59,34.22
8740,-118.59,34.21
8741,-118.59,34.21
8742,-118.59,34.21
8743,-118.59,34.2
8744,-118.59,34.18
8745,-118.59,34.17
8746,-118.59,34.15
8747,-118.59,34.14
8748,-118.59,34.11
8749,-118.6,37.39
8750,-118.6,34.26
8751,-118.6,34.23
8752,-118.6,34.21
8753,-118.6,34.2
8754,-118.6,34.19
8755,-118.6,34.16
8756,-118.6,34.15
8757,-118.6,34.09
8758,-118.6,34.08
8759,-118.6,34.07
8760,-118.6,34.02
8761,-118.61,35.47
8762,-118.61,35.08
8763,-118.61,34.99
8764,-118.61,34.59
8765,-118.61,34.38
8766,-118.61,34.31
8767,-118.61,34.25
8768,-118.61,34.24
8769,-118.61,34.23
8770,-118.61,34.22
8771,-118.61,34.21
8772,-118.61,34.21
8773,-118.61,34.21
8774,-118.61,34.2
8775,-118.61,34.19
8776,-118.61,34.19
8777,-118.61,34.17
8778,-118.61,34.17
8779,-118.61,34.16
8780,-118.62,34.26
8781,-118.62,34.22
8782,-118.62,34.22
8783,-118.62,34.21
8784,-118.62,34.2
8785,-118.62,34.2
8786,-118.62,34.19
8787,-118.62,34.18
8788,-118.62,34.17
8789,-118.62,34.17
8790,-118.62,34.15
8791,-118.63,34.21
8792,-118.63,34.2
8793,-118.63,34.19
8794,-118.63,34.17
8795,-118.63,34.16
8796,-118.63,34.16
8797,-118.63,34.11
8798,-118.64,34.25
8799,-118.64,34.22
8800,-118.64,34.19
8801,-118.64,34.19
8802,-118.64,34.19
8803,-118.64,34.18
8804,-118.64,34.17
8805,-118.65,34.27
8806,-118.65,34.21
8807,-118.65,34.19
8808,-118.65,34.18
8809,-118.65,34.18
8810,-118.66,35.2
8811,-118.66,34.43
8812,-118.66,34.23
8813,-118.66,34.19
8814,-118.66,34.18
8815,-118.66,34.1
8816,-118.66,34.02
8817,-118.67,34.3
8818,-118.67,34.27
8819,-118.67,34.27
8820,-118.67,34.16
8821,-118.68,34.33
8822,-118.68,34.28
8823,-118.68,34.28
8824,-118.68,34.27
8825,-118.68,34.27
8826,-118.68,34.08
8827,-118.69,34.21
8828,-118.69,34.18
8829,-118.69,34.08
8830,-118.7,35.82
8831,-118.7,34.53
8832,-118.7,34.3
8833,-118.7,34.3
8834,-118.7,34.29
8835,-118.7,34.28
8836,-118.7,34.28
8837,-118.7,34.24
8838,-118.71,34.3
8839,-118.71,34.3
8840,-118.71,34.29
8841,-118.71,34.29
8842,-118.71,34.28
8843,-118.71,34.27
8844,-118.72,34.28
8845,-118.72,34.28
8846,-118.72,34.28
8847,-118.72,34.14
8848,-118.73,36.01
8849,-118.73,34.29
8850,-118.73,34.29
8851,-118.73,34.27
8852,-118.74,37.58
8853,-118.74,34.27
8854,-118.74,34.26
8855,-118.74,34.26
8856,-118.74,34.25
8857,-118.74,34.05
8858,-118.75,34.33
8859,-118.75,34.28
8860,-118.75,34.28
8861,-118.75,34.27
8862,-118.75,34.27
8863,-118.75,34.27
8864,-118.75,34.26
8865,-118.75,34.26
8866,-118.75,34.18
8867,-118.75,34.17
8868,-118.75,34.1
8869,-118.76,34.28
8870,-118.76,34.26
8871,-118.76,34.26
8872,-118.76,34.13
8873,-118.77,34.28
8874,-118.77,34.28
8875,-118.77,34.28
8876,-118.77,34.27
8877,-118.77,34.24
8878,-118.78,34.27
8879,-118.78,34.26
8880,-118.78,34.25
8881,-118.78,34.16
8882,-118.78,34.05
8883,-118.79,34.27
8884,-118.79,34.26
8885,-118.8,34.27
8886,-118.8,34.21
8887,-118.8,34.19
8888,-118.8,34.15
8889,-118.81,34.28
8890,-118.81,34.25
8891,-118.82,36.13
8892,-118.82,35.23
8893,-118.82,35.2
8894,-118.82,34.15
8895,-118.82,34.14
8896,-118.83,35.27
8897,-118.83,35.2
8898,-118.83,34.33
8899,-118.83,34.23
8900,-118.83,34.18
8901,-118.83,34.17
8902,-118.83,34.15
8903,-118.83,34.14
8904,-118.83,34.14
8905,-118.84,34.22
8906,-118.84,34.21
8907,-118.84,34.17
8908,-118.84,34.16
8909,-118.84,34.15
8910,-118.84,34.11
8911,-118.85,35.23
8912,-118.85,35.2
8913,-118.85,34.27
8914,-118.85,34.25
8915,-118.85,34.23
8916,-118.85,34.21
8917,-118.85,34.21
8918,-118.85,34.19
8919,-118.85,34.18
8920,-118.85,34.14
8921,-118.85,34.14
8922,-118.85,34.04
8923,-118.86,36.41
8924,-118.86,35.9
8925,-118.86,34.22
8926,-118.86,34.22
8927,-118.86,34.22
8928,-118.86,34.21
8929,-118.86,34.2
8930,-118.86,34.19
8931,-118.86,34.19
8932,-118.86,34.16
8933,-118.87,35.65
8934,-118.87,35.37
8935,-118.87,34.23
8936,-118.87,34.21
8937,-118.87,34.2
8938,-118.87,34.19
8939,-118.87,34.18
8940,-118.88,35.34
8941,-118.88,34.42
8942,-118.88,34.28
8943,-118.88,34.22
8944,-118.88,34.22
8945,-118.88,34.2
8946,-118.88,34.19
8947,-118.88,34.19
8948,-118.88,34.17
8949,-118.88,34.02
8950,-118.89,34.33
8951,-118.89,34.29
8952,-118.89,34.28
8953,-118.89,34.22
8954,-118.9,35.41
8955,-118.9,35.26
8956,-118.9,34.41
8957,-118.9,34.4
8958,-118.9,34.3
8959,-118.9,34.26
8960,-118.9,34.19
8961,-118.9,34.17
8962,-118.91,36.79
8963,-118.91,35.4
8964,-118.91,35.37
8965,-118.91,35.27
8966,-118.91,35.24
8967,-118.91,34.4
8968,-118.91,34.28
8969,-118.91,34.18
8970,-118.92,36.04
8971,-118.92,35.47
8972,-118.92,35.38
8973,-118.92,35.37
8974,-118.92,35.26
8975,-118.92,35.13
8976,-118.92,34.41
8977,-118.92,34.4
8978,-118.92,34.19
8979,-118.92,34.18
8980,-118.92,34.17
8981,-118.93,36.19
8982,-118.93,35.44
8983,-118.93,35.37
8984,-118.93,34.82
8985,-118.93,34.82
8986,-118.93,34.4
8987,-118.93,34.36
8988,-118.93,34.2
8989,-118.93,34.18
8990,-118.94,37.13
8991,-118.94,36.32
8992,-118.94,35.41
8993,-118.94,35.4
8994,-118.94,35.39
8995,-118.94,35.39
8996,-118.94,35.37
8997,-118.94,35.37
8998,-118.94,35.37
8999,-118.94,35.36
9000,-118.94,34.24
9001,-118.94,34.18
9002,-118.94,34.18
9003,-118.94,34.17
9004,-118.94,34.17
9005,-118.94,34.16
9006,-118.95,35.38
9007,-118.95,35.38
9008,-118.95,35.37
9009,-118.95,35.37
9010,-118.95,35.36
9011,-118.95,35.32
9012,-118.95,34.83
9013,-118.95,34.81
9014,-118.95,34.19
9015,-118.95,34.18
9016,-118.95,34.17
9017,-118.95,34.17
9018,-118.95,34.16
9019,-118.96,37.64
9020,-118.96,36.66
9021,-118.96,36.49
9022,-118.96,35.41
9023,-118.96,35.4
9024,-118.96,35.39
9025,-118.96,35.38
9026,-118.96,35.38
9027,-118.96,35.37
9028,-118.96,35.37
9029,-118.96,35.36
9030,-118.96,34.3
9031,-118.96,34.23
9032,-118.96,34.19
9033,-118.96,34.18
9034,-118.97,37.64
9035,-118.97,37.64
9036,-118.97,36.06
9037,-118.97,35.41
9038,-118.97,35.4
9039,-118.97,35.39
9040,-118.97,35.38
9041,-118.97,35.38
9042,-118.97,35.38
9043,-118.97,35.37
9044,-118.97,35.37
9045,-118.97,35.37
9046,-118.97,35.36
9047,-118.97,34.18
9048,-118.98,38.03
9049,-118.98,37.65
9050,-118.98,37.64
9051,-118.98,36.06
9052,-118.98,35.4
9053,-118.98,35.4
9054,-118.98,35.4
9055,-118.98,35.39
9056,-118.98,35.39
9057,-118.98,35.39
9058,-118.98,35.38
9059,-118.98,35.38
9060,-118.98,35.38
9061,-118.98,35.38
9062,-118.98,35.37
9063,-118.98,35.37
9064,-118.98,35.36
9065,-118.98,35.36
9066,-118.98,34.4
9067,-118.98,34.16
9068,-118.99,37.65
9069,-118.99,37.63
9070,-118.99,36.07
9071,-118.99,36.06
9072,-118.99,35.4
9073,-118.99,35.4
9074,-118.99,35.39
9075,-118.99,35.39
9076,-118.99,35.38
9077,-118.99,35.38
9078,-118.99,35.37
9079,-118.99,35.37
9080,-118.99,35.36
9081,-118.99,35.36
9082,-118.99,35.35
9083,-118.99,35.35
9084,-118.99,35.33
9085,-118.99,35.32
9086,-118.99,35.32
9087,-118.99,35.3
9088,-118.99,34.23
9089,-119.0,36.07
9090,-119.0,36.05
9091,-119.0,35.4
9092,-119.0,35.39
9093,-119.0,35.37
9094,-119.0,35.36
9095,-119.0,35.36
9096,-119.0,35.36
9097,-119.0,35.35
9098,-119.0,35.35
9099,-119.0,35.33
9100,-119.0,35.31
9101,-119.0,34.19
9102,-119.0,34.08
9103,-119.01,36.08
9104,-119.01,36.07
9105,-119.01,36.06
9106,-119.01,36.05
9107,-119.01,36.02
9108,-119.01,35.44
9109,-119.01,35.38
9110,-119.01,35.38
9111,-119.01,35.37
9112,-119.01,35.37
9113,-119.01,35.37
9114,-119.01,35.37
9115,-119.01,35.36
9116,-119.01,35.36
9117,-119.01,35.36
9118,-119.01,35.35
9119,-119.01,35.35
9120,-119.01,35.34
9121,-119.01,35.34
9122,-119.01,35.33
9123,-119.01,35.33
9124,-119.01,35.32
9125,-119.01,35.31
9126,-119.01,35.3
9127,-119.01,35.28
9128,-119.01,35.24
9129,-119.02,36.09
9130,-119.02,36.07
9131,-119.02,36.07
9132,-119.02,36.05
9133,-119.02,35.44
9134,-119.02,35.43
9135,-119.02,35.42
9136,-119.02,35.42
9137,-119.02,35.41
9138,-119.02,35.41
9139,-119.02,35.39
9140,-119.02,35.39
9141,-119.02,35.38
9142,-119.02,35.37
9143,-119.02,35.36
9144,-119.02,35.35
9145,-119.02,35.34
9146,-119.02,35.34
9147,-119.02,35.34
9148,-119.02,35.33
9149,-119.02,35.33
9150,-119.02,35.32
9151,-119.02,35.3
9152,-119.02,34.26
9153,-119.02,34.24
9154,-119.03,36.08
9155,-119.03,36.08
9156,-119.03,36.07
9157,-119.03,36.06
9158,-119.03,35.45
9159,-119.03,35.42
9160,-119.03,35.42
9161,-119.03,35.41
9162,-119.03,35.41
9163,-119.03,35.4
9164,-119.03,35.39
9165,-119.03,35.38
9166,-119.03,35.37
9167,-119.03,35.37
9168,-119.03,35.36
9169,-119.03,35.36
9170,-119.03,35.35
9171,-119.03,35.34
9172,-119.03,35.33
9173,-119.03,35.32
9174,-119.03,35.3
9175,-119.03,34.25
9176,-119.03,34.24
9177,-119.03,34.23
9178,-119.03,34.22
9179,-119.04,36.09
9180,-119.04,36.07
9181,-119.04,36.07
9182,-119.04,35.95
9183,-119.04,35.42
9184,-119.04,35.41
9185,-119.04,35.41
9186,-119.04,35.37
9187,-119.04,35.37
9188,-119.04,35.36
9189,-119.04,35.35
9190,-119.04,35.35
9191,-119.04,35.32
9192,-119.04,34.34
9193,-119.04,34.28
9194,-119.04,34.24
9195,-119.04,34.23
9196,-119.05,36.09
9197,-119.05,36.07
9198,-119.05,35.42
9199,-119.05,35.42
9200,-119.05,35.4
9201,-119.05,35.36
9202,-119.05,35.36
9203,-119.05,35.33
9204,-119.05,35.3
9205,-119.05,34.4
9206,-119.05,34.36
9207,-119.05,34.21
9208,-119.05,34.19
9209,-119.05,34.13
9210,-119.06,36.15
9211,-119.06,36.15
9212,-119.06,36.09
9213,-119.06,36.07
9214,-119.06,35.94
9215,-119.06,35.36
9216,-119.06,35.35
9217,-119.06,35.32
9218,-119.06,34.62
9219,-119.06,34.36
9220,-119.06,34.36
9221,-119.06,34.35
9222,-119.06,34.24
9223,-119.06,34.23
9224,-119.06,34.23
9225,-119.06,34.22
9226,-119.07,37.8
9227,-119.07,36.08
9228,-119.07,36.07
9229,-119.07,35.42
9230,-119.07,35.36
9231,-119.07,35.35
9232,-119.07,35.34
9233,-119.07,35.33
9234,-119.07,35.27
9235,-119.08,37.78
9236,-119.08,36.22
9237,-119.08,36.21
9238,-119.08,36.13
9239,-119.08,36.09
9240,-119.08,36.02
9241,-119.08,35.42
9242,-119.08,35.39
9243,-119.08,35.36
9244,-119.08,35.35
9245,-119.08,35.34
9246,-119.08,35.34
9247,-119.08,35.34
9248,-119.08,35.32
9249,-119.08,34.34
9250,-119.09,36.42
9251,-119.09,36.42
9252,-119.09,36.35
9253,-119.09,36.22
9254,-119.09,36.21
9255,-119.09,36.21
9256,-119.09,35.43
9257,-119.09,35.35
9258,-119.09,35.33
9259,-119.09,34.35
9260,-119.09,34.22
9261,-119.1,36.42
9262,-119.1,36.4
9263,-119.1,36.4
9264,-119.1,36.21
9265,-119.1,36.19
9266,-119.1,35.79
9267,-119.1,35.35
9268,-119.1,35.33
9269,-119.1,34.31
9270,-119.11,36.29
9271,-119.11,36.21
9272,-119.11,35.42
9273,-119.11,35.38
9274,-119.11,34.33
9275,-119.11,34.17
9276,-119.12,36.69
9277,-119.12,36.54
9278,-119.12,36.29
9279,-119.12,36.19
9280,-119.12,36.05
9281,-119.12,35.41
9282,-119.12,35.39
9283,-119.12,35.38
9284,-119.12,35.37
9285,-119.12,34.38
9286,-119.12,34.25
9287,-119.12,34.23
9288,-119.13,36.3
9289,-119.13,36.13
9290,-119.13,35.22
9291,-119.13,34.19
9292,-119.14,36.29
9293,-119.14,36.29
9294,-119.14,35.76
9295,-119.14,34.49
9296,-119.14,34.29
9297,-119.14,34.28
9298,-119.14,34.23
9299,-119.14,34.17
9300,-119.14,34.15
9301,-119.15,36.29
9302,-119.15,34.83
9303,-119.15,34.44
9304,-119.15,34.3
9305,-119.15,34.25
9306,-119.15,34.2
9307,-119.15,34.17
9308,-119.16,36.31
9309,-119.16,36.28
9310,-119.16,34.28
9311,-119.16,34.28
9312,-119.16,34.27
9313,-119.16,34.23
9314,-119.16,34.17
9315,-119.16,34.12
9316,-119.17,34.31
9317,-119.17,34.27
9318,-119.17,34.27
9319,-119.17,34.26
9320,-119.17,34.25
9321,-119.17,34.22
9322,-119.17,34.21
9323,-119.17,34.2
9324,-119.17,34.2
9325,-119.17,34.19
9326,-119.17,34.18
9327,-119.17,34.17
9328,-119.17,34.17
9329,-119.17,34.17
9330,-119.17,34.17
9331,-119.17,34.17
9332,-119.17,34.16
9333,-119.17,34.15
9334,-119.18,36.4
9335,-119.18,35.5
9336,-119.18,34.28
9337,-119.18,34.26
9338,-119.18,34.24
9339,-119.18,34.23
9340,-119.18,34.21
9341,-119.18,34.21
9342,-119.18,34.21
9343,-119.18,34.2
9344,-119.18,34.19
9345,-119.18,34.19
9346,-119.18,34.18
9347,-119.18,34.17
9348,-119.18,34.16
9349,-119.18,34.16
9350,-119.18,34.16
9351,-119.18,34.15
9352,-119.19,36.34
9353,-119.19,35.96
9354,-119.19,35.64
9355,-119.19,35.41
9356,-119.19,34.46
9357,-119.19,34.3
9358,-119.19,34.28
9359,-119.19,34.26
9360,-119.19,34.25
9361,-119.19,34.23
9362,-119.19,34.21
9363,-119.19,34.21
9364,-119.19,34.21
9365,-119.19,34.2
9366,-119.19,34.2
9367,-119.19,34.19
9368,-119.19,34.18
9369,-119.19,34.17
9370,-119.19,34.17
9371,-119.19,34.16
9372,-119.19,34.16
9373,-119.19,34.15
9374,-119.2,36.3
9375,-119.2,36.3
9376,-119.2,36.28
9377,-119.2,35.37
9378,-119.2,34.28
9379,-119.2,34.27
9380,-119.2,34.26
9381,-119.2,34.26
9382,-119.2,34.25
9383,-119.2,34.25
9384,-119.2,34.19
9385,-119.2,34.18
9386,-119.2,34.18
9387,-119.21,37.25
9388,-119.21,36.39
9389,-119.21,36.38
9390,-119.21,36.3
9391,-119.21,36.3
9392,-119.21,36.1
9393,-119.21,34.31
9394,-119.21,34.28
9395,-119.21,34.26
9396,-119.21,34.26
9397,-119.21,34.26
9398,-119.21,34.26
9399,-119.21,34.19
9400,-119.21,34.19
9401,-119.21,34.18
9402,-119.21,34.12
9403,-119.22,36.31
9404,-119.22,35.68
9405,-119.22,34.28
9406,-119.22,34.28
9407,-119.22,34.27
9408,-119.22,34.27
9409,-119.22,34.26
9410,-119.22,34.18
9411,-119.22,34.15
9412,-119.23,36.45
9413,-119.23,36.39
9414,-119.23,35.79
9415,-119.23,35.78
9416,-119.23,35.77
9417,-119.23,35.77
9418,-119.23,34.46
9419,-119.23,34.44
9420,-119.23,34.42
9421,-119.23,34.3
9422,-119.23,34.28
9423,-119.23,34.27
9424,-119.23,34.27
9425,-119.23,34.25
9426,-119.23,34.19
9427,-119.23,34.15
9428,-119.24,36.8
9429,-119.24,35.77
9430,-119.24,35.68
9431,-119.24,35.67
9432,-119.24,34.28
9433,-119.24,34.27
9434,-119.25,36.36
9435,-119.25,36.32
9436,-119.25,36.27
9437,-119.25,36.23
9438,-119.25,35.79
9439,-119.25,35.78
9440,-119.25,35.78
9441,-119.25,35.77
9442,-119.25,35.76
9443,-119.25,35.75
9444,-119.25,34.3
9445,-119.25,34.28
9446,-119.25,34.28
9447,-119.25,34.27
9448,-119.25,34.27
9449,-119.25,34.26
9450,-119.25,34.21
9451,-119.26,36.61
9452,-119.26,36.5
9453,-119.26,36.3
9454,-119.26,35.87
9455,-119.26,34.46
9456,-119.26,34.28
9457,-119.26,34.28
9458,-119.26,34.27
9459,-119.26,34.27
9460,-119.27,36.39
9461,-119.27,36.34
9462,-119.27,36.34
9463,-119.27,36.32
9464,-119.27,36.32
9465,-119.27,36.18
9466,-119.27,36.05
9467,-119.27,35.89
9468,-119.27,35.88
9469,-119.27,35.5
9470,-119.27,35.5
9471,-119.27,35.49
9472,-119.27,34.45
9473,-119.27,34.44
9474,-119.27,34.29
9475,-119.27,34.28
9476,-119.27,34.28
9477,-119.27,34.27
9478,-119.27,34.27
9479,-119.27,34.26
9480,-119.27,34.17
9481,-119.28,37.11
9482,-119.28,36.54
9483,-119.28,36.52
9484,-119.28,36.33
